Core-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,CCX-0,,,,
Utilization (%),Eff Freq,IPC (Sys + User),CPI (Sys + User),Branch Misprediction Ratio,IC (32B) Fetch Miss Ratio,Op Cache (64B) Fetch Miss Ratio,IC Access (pti),IC Miss (pti),DC Access (pti),DC Fills From Same CCX (pti),DC Fills From different CCX in same node (pti),DC Fills From Local Memory (pti),DC Fills From Remote CCX Cache (pti),DC Fills From Remote Memory (pti),All DC Fills (pti),L2 Access (pti),L2 Access from IC Miss (pti),L2 Access from DC Miss (pti),L2 Access from HWPF (pti),L2 Miss (pti),L2 Miss from IC Miss (pti),L2 Miss from DC Miss (pti),L2 Miss from HWPF (pti),L2 Hit (pti),L2 Hit from IC Miss (pti),L2 Hit from DC Miss (pti),L2 Hit from HWPF (pti),L3 Access,L3 Miss,L3 Miss %,Ave L3 Miss Latency,
33.31,2063.40,0.99,1.01,0.02,0.44,0.49,177.93,79.03,478.98,23.19,2.55,0.03,2.29,2.55,30.61,113.69,73.36,32.56,7.68,32.15,17.62,10.78,3.75,61.55,41.53,16.21,3.93,703756.00,72027.00,10.23,492.04,
16.68,1826.63,0.74,1.36,0.03,0.16,0.17,50.54,8.29,565.58,18.62,1.62,0.02,1.63,0.03,21.92,44.60,12.78,26.84,4.32,27.43,2.59,21.13,3.72,11.64,6.63,4.42,0.60,661922.00,80391.00,12.15,577.90,
4.68,2219.44,0.54,1.84,0.02,0.14,0.12,44.81,6.35,556.18,19.92,1.25,0.05,1.02,0.06,22.29,36.12,11.46,22.09,3.96,17.37,0.28,14.35,2.74,14.00,2.28,8.54,1.21,1107013.00,118241.00,10.68,750.73,
16.92,2298.16,0.76,1.32,0.01,0.10,0.12,35.62,3.70,585.42,15.54,1.32,0.02,1.03,0.06,17.97,37.78,6.92,25.36,5.45,14.56,0.62,9.65,4.29,13.77,4.83,7.80,1.15,646134.00,105236.00,16.29,617.32,
21.49,2009.44,1.16,0.86,0.01,0.01,0.36,82.14,1.19,555.64,17.77,1.24,0.07,1.07,0.08,20.24,29.32,7.04,18.67,3.08,34.11,16.96,14.73,2.42,12.83,5.31,6.76,0.66,395939.00,45220.00,11.42,565.52,
4.22,1749.65,0.28,3.55,0.02,0.18,0.17,89.74,16.52,599.20,22.12,1.43,0.07,1.19,0.11,24.91,46.31,5.52,23.54,18.12,39.52,11.31,15.85,12.36,17.17,2.57,8.81,5.76,173821.00,24606.00,14.16,537.64,
2.74,1830.86,0.67,1.50,0.02,0.16,0.13,51.69,8.43,567.98,19.96,1.47,0.10,1.27,0.12,22.92,57.70,8.01,26.03,24.01,60.91,20.05,25.25,15.61,49.11,40.89,9.02,8.40,651782.00,56753.00,8.71,945.98,
3.18,1543.28,0.50,1.98,0.03,0.14,0.15,65.83,9.10,618.81,22.80,1.85,0.08,1.24,0.07,26.04,47.30,5.08,25.59,17.20,31.25,3.14,16.25,11.86,13.59,3.12,5.13,5.33,281059.00,34488.00,12.27,598.73,
2.04,2170.30,0.61,1.65,0.02,0.17,0.17,49.82,8.41,577.06,19.92,1.95,0.03,1.54,0.05,23.49,44.24,13.66,25.27,4.55,27.17,4.35,18.61,4.20,20.07,12.24,7.48,0.35,569725.00,56031.00,9.83,1086.23,
3.03,1869.75,0.66,1.52,0.02,0.25,0.21,67.25,16.90,534.88,21.45,1.78,0.04,1.48,0.03,24.77,54.91,20.62,28.01,6.92,30.83,3.31,21.41,6.11,11.80,7.17,3.73,0.81,416584.00,40429.00,9.70,601.33,
0.25,2205.21,0.50,2.01,0.05,0.21,0.14,52.69,11.29,609.22,22.32,1.40,0.06,1.27,0.08,25.12,48.02,17.69,26.58,4.05,30.93,5.79,21.58,3.55,10.62,6.95,3.24,0.50,288523.00,44108.00,15.29,492.46,
3.76,2199.80,0.48,2.06,0.02,0.23,0.21,86.73,20.08,578.25,21.31,1.22,0.03,0.97,0.06,23.60,50.70,14.84,28.59,7.65,28.39,4.08,17.41,6.90,9.96,5.91,3.40,0.75,543650.00,34765.00,6.39,484.59,
4.49,2461.77,0.40,2.51,0.02,0.18,0.16,54.87,9.84,585.71,20.64,1.19,0.02,0.86,0.05,22.75,45.56,14.87,26.95,4.02,23.36,2.39,17.37,3.59,13.67,7.61,5.62,0.43,940870.00,100337.00,10.66,1071.32,
5.87,1965.83,0.30,3.32,0.02,0.27,0.17,53.50,14.21,563.15,24.19,1.68,0.05,1.82,0.03,27.77,45.33,16.27,24.98,3.58,25.69,3.14,19.38,3.17,8.63,4.81,3.16,0.41,294908.00,47706.00,16.18,630.80,
1.91,1657.51,0.70,1.43,0.03,0.28,0.31,91.97,25.68,637.96,20.73,1.23,0.04,1.19,0.12,23.31,33.97,6.18,24.97,3.37,22.18,2.67,16.37,3.15,5.88,2.77,2.86,0.22,280037.00,36205.00,12.93,615.84,
3.09,2182.57,0.53,1.88,0.02,0.23,0.21,59.59,13.50,559.23,20.89,1.64,0.05,1.43,0.06,24.08,36.35,10.17,22.36,5.08,32.84,9.92,18.37,4.55,22.98,17.29,6.04,0.54,308507.00,37415.00,12.13,616.01,
4.14,1702.00,0.59,1.71,0.02,0.23,0.28,76.25,17.70,545.10,21.81,1.48,0.12,1.24,0.08,24.74,57.81,25.52,26.46,3.89,23.61,3.13,17.08,3.40,11.48,6.25,3.06,0.49,232052.00,28492.00,12.28,494.83,
2.33,1476.57,0.65,1.54,0.03,0.27,0.26,87.66,23.96,571.49,18.27,1.51,0.03,0.98,0.05,20.84,32.08,6.93,23.34,2.53,10.96,2.92,5.79,2.25,11.86,9.89,2.08,0.28,147629.00,37412.00,25.34,508.42,
3.96,1976.91,0.58,1.73,0.02,0.11,0.15,43.90,4.99,577.80,17.93,1.43,0.08,1.10,0.14,20.68,38.96,7.30,26.05,5.68,22.60,1.06,16.66,4.88,9.07,3.33,4.48,0.80,346061.00,41254.00,11.92,582.26,
2.48,2434.80,0.44,2.27,0.04,0.19,0.19,64.95,12.10,578.00,4.49,1.04,0.05,1.71,0.00,7.30,29.78,4.34,22.82,2.82,21.58,1.00,18.01,2.57,8.26,3.53,3.08,0.24,371818.00,22101.00,5.94,549.47,
3.84,1508.15,0.45,2.23,0.02,0.14,0.39,103.35,14.78,576.75,15.13,1.73,0.05,1.68,0.03,18.61,14.79,6.62,7.23,0.39,22.12,2.50,19.51,0.12,13.67,8.91,4.48,0.27,514306.00,21823.00,4.24,356.26,
3.91,2198.04,0.37,2.68,0.03,0.12,0.15,47.63,5.82,588.53,18.17,1.44,0.05,1.30,0.04,21.00,22.41,15.96,5.55,0.61,14.69,0.20,13.98,0.51,8.33,1.24,7.00,0.10,412784.00,57974.00,14.04,518.90,
4.37,1511.51,0.58,1.72,0.01,0.16,0.13,46.67,7.64,571.94,15.62,1.45,0.03,1.55,0.04,18.70,43.96,41.42,8.62,3.03,36.51,17.10,16.63,2.77,11.30,3.62,7.32,0.25,520883.00,43018.00,8.26,935.33,
2.92,2058.98,0.59,1.70,0.02,0.20,0.15,56.14,11.28,571.19,21.22,1.43,0.13,1.36,0.14,24.28,63.79,19.09,24.96,20.49,48.02,27.77,5.93,14.32,25.11,15.70,2.43,6.17,515143.00,75986.00,14.75,613.69,
0.72,1514.10,0.35,2.86,0.04,0.16,0.15,61.19,10.00,612.79,22.66,1.45,0.05,1.45,0.06,25.67,67.01,17.82,27.19,26.29,43.25,9.29,18.02,15.94,29.03,10.26,8.51,10.35,586958.00,47288.00,8.06,498.67,
1.49,1783.05,0.46,2.17,0.02,0.17,0.16,53.68,8.87,582.99,15.51,0.91,0.04,0.88,0.06,17.40,25.10,5.62,16.98,2.51,11.11,0.77,8.39,1.95,10.96,5.02,5.05,0.56,392023.00,16112.00,4.11,507.66,
3.32,1578.84,0.63,1.60,0.02,0.23,0.22,64.60,14.65,572.19,16.47,1.85,0.05,2.03,0.08,20.49,23.32,15.64,8.40,0.56,15.44,8.28,6.65,0.50,18.39,14.41,3.85,0.06,627380.00,61025.00,9.73,580.47,
2.39,1835.08,0.44,2.26,0.02,0.08,0.13,37.16,3.14,577.44,18.71,1.52,0.04,1.33,0.05,21.66,32.63,5.47,24.47,2.74,23.20,2.04,18.57,2.59,6.84,2.79,3.76,0.16,370538.00,60907.00,16.44,582.64,
2.36,2263.07,0.45,2.21,0.03,0.26,0.47,165.89,43.77,509.07,18.47,1.49,0.04,1.25,0.06,21.32,30.46,3.18,23.58,3.03,8.94,1.47,5.00,2.47,11.44,8.67,2.18,0.56,353849.00,53578.00,15.14,461.71,
0.88,1484.13,0.24,4.10,0.03,0.24,0.30,110.47,26.53,510.68,27.90,1.38,0.15,1.56,0.18,31.17,46.68,15.51,24.34,5.07,25.09,2.53,18.00,4.56,14.14,9.38,4.29,0.51,467366.00,76073.00,16.28,524.58,
3.48,1962.96,0.50,1.99,0.02,0.09,0.15,52.86,4.56,605.10,21.47,1.27,0.02,0.93,0.05,23.75,109.56,70.84,29.18,4.49,23.64,1.85,18.52,3.28,10.91,4.97,4.44,1.21,511230.00,85574.00,16.74,479.64,
1.54,2198.11,0.52,1.94,0.02,0.10,0.14,43.79,4.43,602.31,24.62,1.53,0.07,0.88,0.14,27.24,30.20,8.20,19.63,2.38,8.35,1.79,4.38,2.18,11.12,8.23,2.66,0.20,708850.00,58135.00,8.20,552.30,
3.15,1760.98,0.69,1.45,0.02,0.22,0.15,59.50,13.19,439.67,20.76,1.83,0.06,1.41,0.13,24.18,44.58,40.22,9.08,4.15,28.26,4.83,19.79,3.64,20.05,12.85,6.73,0.50,792723.00,109668.00,13.83,731.33,
2.78,2298.89,0.54,1.86,0.02,0.14,0.17,70.57,9.76,618.12,18.89,1.62,0.08,1.22,0.08,21.88,64.37,21.31,23.63,19.41,34.26,2.04,19.58,12.63,19.13,4.83,7.27,6.78,92047.00,31024.00,33.70,1008.35,
10.44,1741.44,1.20,0.83,0.01,0.28,0.29,91.08,25.95,550.28,21.26,2.13,0.07,1.75,0.07,25.29,39.24,2.83,24.28,12.09,24.26,0.54,15.66,8.06,13.75,1.55,8.15,4.04,271313.00,24403.00,8.99,590.98,
4.47,2327.76,0.50,1.98,0.01,0.09,0.15,40.21,3.61,556.15,22.26,1.30,0.06,0.68,0.04,24.34,45.09,7.83,21.56,16.00,49.12,30.98,5.92,12.22,24.41,17.69,2.52,3.78,234419.00,25691.00,10.96,574.44,
2.88,1688.18,0.59,1.68,0.03,0.09,0.15,48.19,4.51,590.74,20.11,1.62,0.03,1.35,0.03,23.15,35.07,10.42,22.12,4.53,23.82,4.92,15.50,3.41,14.47,5.45,8.55,1.12,284143.00,70910.00,24.96,568.51,
4.99,1635.36,0.72,1.38,0.01,0.10,0.14,35.78,3.65,539.11,17.55,2.07,0.04,1.86,0.04,21.55,25.73,1.12,21.93,2.67,13.49,0.20,11.33,1.97,11.25,1.49,9.05,0.71,273218.00,39730.00,14.54,532.62,
4.22,2271.17,0.56,1.77,0.01,0.04,0.13,32.50,1.31,550.60,17.22,1.81,0.10,1.54,0.04,20.72,27.67,1.30,23.37,2.96,14.27,0.18,11.89,2.20,11.82,1.55,9.54,0.76,548988.00,58545.00,10.66,802.78,
19.67,1500.09,1.24,0.81,0.01,0.22,0.54,248.85,54.81,591.88,22.16,1.47,0.06,1.36,0.07,25.13,54.87,14.72,22.72,18.77,33.55,0.69,19.03,13.82,15.86,3.15,6.61,4.95,209131.00,15685.00,7.50,300.20,
2.20,1576.90,0.66,1.52,0.03,0.10,0.15,47.55,4.60,574.23,23.98,1.26,0.05,1.00,0.07,26.35,43.52,5.28,25.18,13.76,32.39,5.84,16.69,9.86,21.84,9.92,9.00,3.90,301064.00,13276.00,4.41,554.59,
3.34,1540.59,0.80,1.25,0.01,0.18,0.16,72.01,13.04,612.59,19.05,1.56,0.09,1.80,0.09,22.59,60.01,17.95,22.81,20.81,37.75,9.30,14.90,13.55,19.16,4.94,6.14,7.26,120831.00,7584.00,6.28,338.83,
1.39,1510.38,0.54,1.85,0.04,0.16,0.17,63.22,10.25,633.51,20.01,1.98,0.09,1.51,0.09,23.69,56.58,10.56,22.94,21.09,39.64,9.29,16.12,14.23,16.97,2.71,6.74,6.86,170596.00,9200.00,5.39,339.33,
2.72,1498.92,0.68,1.47,0.02,0.18,0.19,83.69,14.80,617.08,23.15,1.22,0.06,1.00,0.11,25.56,43.18,5.01,21.70,17.19,29.08,4.21,13.42,11.45,16.77,1.19,9.82,5.74,373752.00,30887.00,8.26,406.96,
2.99,1666.87,0.62,1.60,0.02,0.16,0.18,77.88,12.62,620.61,22.20,1.50,0.08,1.20,0.09,25.06,58.92,10.46,25.78,22.59,34.87,6.81,13.61,14.45,17.39,3.02,6.23,8.14,534330.00,60431.00,11.31,659.69,
2.49,1626.87,0.67,1.50,0.02,0.15,0.15,66.36,10.18,635.12,22.58,1.48,0.04,1.25,0.04,25.40,52.38,6.45,25.54,21.20,32.30,4.17,13.62,14.51,18.07,2.16,9.11,6.69,298402.00,57455.00,19.25,421.62,
4.43,1668.52,0.69,1.46,0.02,0.11,0.14,39.59,4.26,562.92,18.04,1.46,0.03,1.78,0.02,21.32,56.39,9.17,24.28,24.27,39.85,8.09,15.99,15.78,17.31,3.50,4.37,8.49,184602.00,11729.00,6.35,414.96,
2.32,1593.28,0.64,1.56,0.03,0.15,0.20,69.94,10.16,566.07,24.55,1.09,0.06,1.11,0.06,26.87,50.04,3.11,25.31,21.55,29.04,2.57,11.47,15.00,17.63,0.96,10.16,6.54,284208.00,26944.00,9.48,388.53,
4.13,1564.72,0.73,1.37,0.01,0.05,0.15,37.18,1.81,550.14,21.39,1.44,0.04,1.38,0.04,24.30,46.33,3.15,24.86,18.28,27.46,3.27,12.39,11.80,18.88,0.92,11.46,6.48,143517.00,26848.00,18.71,429.46,
5.84,1578.31,0.66,1.51,0.01,0.18,0.15,43.56,7.77,558.59,16.13,1.73,0.05,1.33,0.04,19.28,30.95,4.78,23.23,2.92,16.80,0.98,13.72,2.11,13.16,5.12,7.22,0.81,231538.00,12404.00,5.36,392.27,
4.42,1674.41,0.74,1.34,0.01,0.08,0.14,33.24,2.54,528.65,17.17,1.67,0.05,1.65,0.06,20.60,50.24,6.25,24.91,19.63,45.73,11.03,21.21,13.49,22.57,7.06,8.31,6.14,288859.00,35891.00,12.43,674.04,
2.77,1648.88,0.49,2.05,0.03,0.18,0.14,47.72,8.39,609.57,19.73,1.33,0.02,1.35,0.04,22.47,77.89,32.55,28.36,12.63,32.51,5.10,18.84,8.56,11.81,3.57,4.05,4.07,414530.00,17690.00,4.27,384.31,
2.18,1608.26,0.71,1.40,0.03,0.09,0.12,36.54,3.34,573.51,16.41,1.43,0.06,1.49,0.03,19.42,43.04,4.12,23.74,15.56,34.64,1.83,21.49,11.32,15.77,6.74,4.76,4.23,331097.00,33910.00,10.24,451.05,
3.65,2029.95,0.64,1.57,0.02,0.06,0.13,33.09,1.87,559.32,18.26,1.70,0.08,1.60,0.05,21.68,47.86,10.62,21.95,16.77,37.64,7.90,17.12,12.61,15.77,4.03,7.52,4.16,402074.00,50519.00,12.56,597.92,
4.26,1703.95,0.69,1.46,0.02,0.09,0.14,36.40,3.45,564.00,19.56,1.71,0.09,1.71,0.11,23.18,42.62,39.51,8.54,2.79,23.90,5.33,16.11,2.46,10.07,2.16,7.53,0.33,691925.00,60823.00,8.79,530.33,
2.91,1750.23,0.71,1.41,0.02,0.19,0.16,69.23,12.97,602.54,22.27,1.17,0.05,1.22,0.06,24.77,48.95,12.00,23.02,15.71,27.97,0.89,17.14,9.94,15.42,2.79,6.67,5.77,482583.00,50498.00,10.46,918.45,
2.76,1661.17,0.58,1.71,0.02,0.30,0.26,99.86,29.69,656.16,18.61,1.47,0.05,1.58,0.06,21.78,26.77,2.40,22.22,2.08,27.45,7.39,18.59,1.47,11.77,3.54,6.69,0.62,119126.00,56160.00,47.14,529.97,
4.40,1746.77,0.55,1.83,0.02,0.20,0.17,88.63,17.90,597.35,23.78,1.30,0.06,1.44,0.09,26.67,39.29,6.87,22.66,10.23,30.95,3.19,20.25,7.51,14.89,6.34,5.88,2.72,466127.00,32451.00,6.96,609.29,
3.78,2279.93,0.56,1.80,0.01,0.08,0.14,37.81,3.21,559.98,20.68,1.29,0.03,1.16,0.05,23.22,29.41,3.72,22.90,2.77,24.46,1.79,20.09,2.58,5.50,1.90,3.42,0.18,757553.00,145171.00,19.16,1097.11,
17.48,2143.59,0.96,1.04,0.01,0.12,0.16,43.80,5.39,556.17,4.28,1.04,0.02,1.62,0.02,6.99,31.69,3.88,23.41,4.40,22.96,1.16,17.69,4.12,6.15,1.85,4.01,0.28,550261.00,149663.00,27.20,916.61,
4.41,1927.74,0.46,2.19,0.01,0.10,0.24,54.88,5.23,517.18,17.37,1.30,0.07,1.49,0.08,20.31,58.08,6.20,28.31,23.61,36.97,1.68,19.05,16.24,12.37,1.13,3.87,7.37,840063.00,147963.00,17.61,1887.97,
3.24,1748.07,0.51,1.94,0.01,0.28,0.12,48.61,13.51,373.07,23.14,1.22,0.12,1.29,0.20,25.98,28.16,5.52,20.41,2.12,22.03,3.22,16.93,1.88,7.96,5.04,3.97,0.24,501147.00,116938.00,23.33,1060.96,
2.10,1760.17,0.46,2.16,0.01,0.10,0.38,95.78,10.05,560.66,18.79,1.17,0.08,1.74,0.14,21.92,33.20,5.14,24.24,3.79,24.10,1.80,18.93,3.38,9.25,2.84,4.56,0.41,486229.00,64211.00,13.21,799.47,
5.50,1761.14,0.71,1.41,0.01,0.21,0.16,47.16,9.79,555.20,19.79,1.15,0.11,1.32,0.13,22.50,41.97,11.58,26.14,5.69,25.55,2.24,18.19,5.13,9.24,3.89,4.78,0.56,705727.00,38307.00,5.43,869.06,
3.06,1764.67,0.30,3.36,0.02,0.11,0.16,41.91,4.66,555.64,22.42,1.36,0.14,1.37,0.18,25.46,44.76,3.16,25.04,16.64,20.02,2.30,5.30,12.42,14.73,8.58,2.25,4.22,662658.00,94529.00,14.27,1392.27,
5.33,1759.49,0.46,2.19,0.01,0.08,0.15,38.71,2.99,550.84,19.75,1.54,0.08,1.16,0.09,22.61,37.06,12.06,21.36,3.01,20.33,1.79,15.89,2.65,7.27,2.95,3.95,0.36,357014.00,142441.00,39.90,1243.72,
2.39,1758.79,0.58,1.71,0.01,0.10,0.17,41.24,4.18,543.40,21.74,1.53,0.11,1.45,0.11,24.94,47.41,3.35,24.98,19.10,32.49,1.08,17.11,14.30,13.70,2.39,6.45,4.80,189895.00,63642.00,33.51,1200.90,
2.21,1760.97,0.65,1.53,0.01,0.08,0.12,32.74,2.78,570.12,13.46,1.55,0.13,1.71,0.09,16.94,27.99,6.23,20.49,2.31,36.65,17.13,17.91,1.61,14.24,4.89,8.62,0.69,265961.00,98068.00,36.87,1081.46,
2.97,1745.90,0.49,2.03,0.03,0.09,0.13,34.74,3.09,554.62,19.93,1.64,0.01,1.56,0.03,23.16,42.60,7.68,24.27,11.07,26.30,0.48,18.78,7.03,19.03,8.05,7.22,4.04,276408.00,100573.00,36.39,977.07,
1.98,1750.65,0.69,1.44,0.02,0.19,0.14,62.51,11.63,589.28,22.94,1.10,0.06,0.72,0.05,24.88,48.32,10.67,21.68,16.63,39.82,6.51,21.99,11.32,20.08,9.40,5.36,5.31,375653.00,123790.00,32.95,1303.00,
5.88,1760.95,0.38,2.65,0.01,0.14,0.17,56.31,7.73,566.40,20.83,1.07,0.04,1.11,0.05,23.10,46.65,7.96,22.43,17.00,30.72,3.81,15.16,11.75,16.95,2.08,9.59,5.25,247698.00,47205.00,19.06,1044.31,
4.47,1719.78,0.70,1.42,0.01,0.15,0.12,38.04,5.54,499.08,17.79,1.22,0.02,1.50,0.04,20.57,26.57,2.45,21.85,2.28,16.70,1.24,13.78,1.68,11.20,2.44,8.27,0.60,517360.00,60796.00,11.75,655.98,
3.57,1824.18,0.52,1.91,0.02,0.05,0.12,31.32,1.48,565.13,16.84,1.56,0.03,1.74,0.03,20.21,35.89,2.67,25.21,7.95,24.41,4.82,13.69,5.89,11.57,2.35,7.16,2.06,523515.00,91823.00,17.54,1314.34,
4.41,1761.17,0.55,1.82,0.02,0.04,0.13,32.26,1.29,554.11,18.22,1.45,0.03,1.40,0.03,21.13,44.84,13.09,26.52,5.38,18.49,4.41,9.81,4.26,16.23,8.74,6.32,1.11,530886.00,122330.00,23.04,1215.72,
2.86,1742.26,0.51,1.98,0.03,0.15,0.14,51.73,7.64,584.02,18.52,1.37,0.03,1.54,0.04,21.51,50.67,3.09,26.79,20.98,35.54,7.69,14.14,13.71,17.24,2.80,7.16,7.27,283445.00,39831.00,14.05,1104.50,
2.95,1758.81,0.64,1.57,0.02,0.14,0.17,58.77,8.46,590.39,20.51,1.10,0.09,1.36,0.03,23.10,42.77,3.56,26.24,13.01,21.85,0.17,12.03,9.64,12.75,1.04,8.37,3.36,249313.00,50499.00,20.26,1198.47,
5.37,1571.00,0.63,1.58,0.01,0.12,0.17,58.09,7.25,580.92,17.05,1.51,0.10,2.09,0.11,20.87,79.76,15.24,30.24,32.80,46.20,11.05,13.46,21.69,26.35,5.08,10.02,11.11,457289.00,94312.00,20.62,916.01,
3.45,1753.49,0.56,1.80,0.02,0.20,0.18,59.16,11.77,570.55,21.22,1.37,0.10,1.66,0.10,24.44,57.34,3.57,26.81,27.05,38.27,5.09,15.64,17.54,26.58,9.38,7.23,9.51,218925.00,9573.00,4.37,646.74,
9.57,1779.22,0.35,2.86,0.02,0.24,0.27,85.77,20.36,522.29,18.54,1.44,4.98,5.29,5.95,36.19,65.60,12.05,36.72,16.48,72.47,16.47,42.87,13.13,32.55,14.59,14.59,3.35,101462.00,41755.00,41.15,1168.04,
12.80,1652.10,0.36,2.80,0.01,0.24,0.26,66.51,15.71,452.08,16.08,0.75,4.69,3.83,10.86,36.22,68.08,15.74,41.13,10.40,42.71,12.95,21.49,8.27,26.95,10.98,13.84,2.13,360799.00,96914.00,26.86,847.35,
40.25,1957.17,0.72,1.39,0.02,0.40,0.46,161.34,65.17,469.67,25.72,0.86,0.09,0.29,0.02,26.98,88.87,48.86,32.13,8.74,41.10,25.37,9.60,6.13,58.58,40.44,16.21,2.61,690159.00,168540.00,24.42,1607.57,
9.26,1641.36,0.85,1.18,0.02,0.15,0.12,46.65,7.01,596.09,20.44,1.58,0.10,1.40,0.09,23.61,58.15,14.60,28.88,14.37,28.68,5.80,17.54,5.34,25.01,11.85,5.35,9.03,180890.00,91873.00,50.79,1232.95,
3.13,1551.53,0.66,1.51,0.02,0.15,0.12,43.13,6.37,553.70,17.96,1.45,0.04,1.63,0.07,21.15,44.48,9.10,24.60,11.64,62.27,24.68,28.39,9.20,47.57,36.52,8.07,2.44,58794.00,5077.00,8.64,558.51,
3.69,1456.68,0.81,1.24,0.02,0.23,0.62,157.85,35.66,567.37,23.82,1.74,0.10,1.60,0.08,27.34,41.35,4.08,24.91,12.36,29.80,4.71,16.97,8.12,20.88,11.81,4.89,4.23,73970.00,6564.00,8.87,454.96,
3.88,1572.21,0.76,1.31,0.01,0.06,0.14,34.90,1.94,553.96,20.33,1.59,0.06,1.39,0.03,23.40,32.18,6.95,22.42,2.87,24.86,4.77,18.08,2.00,15.60,10.42,4.29,0.87,173138.00,13279.00,7.67,467.25,
4.41,1485.45,0.72,1.39,0.01,0.14,0.14,38.38,5.40,540.48,21.25,1.32,0.03,1.56,0.10,24.26,25.47,2.70,20.28,2.52,15.16,1.04,12.35,1.77,13.24,4.02,8.47,0.75,57760.00,6560.00,11.36,471.02,
4.50,1670.60,0.70,1.42,0.01,0.04,0.13,33.31,1.32,544.97,20.28,1.32,0.02,1.27,0.06,22.95,40.00,14.97,23.04,4.00,37.24,16.22,17.94,3.09,22.23,14.40,6.90,0.91,631231.00,56972.00,9.03,988.24,
3.44,1689.03,0.58,1.72,0.03,0.19,0.16,79.10,15.17,644.25,23.46,1.33,0.05,1.01,0.05,25.89,45.75,6.90,24.31,14.96,41.29,13.86,16.46,10.97,19.45,8.26,7.06,3.99,337097.00,17727.00,5.26,554.92,
2.16,1778.15,0.54,1.85,0.03,0.12,0.12,40.17,4.95,571.37,20.95,1.68,0.08,1.76,0.06,24.53,56.79,10.26,25.19,21.82,48.03,13.44,19.52,15.07,22.88,8.59,7.11,6.75,83567.00,4318.00,5.17,563.03,
4.10,1525.57,0.84,1.20,0.01,0.02,0.06,19.82,0.47,401.63,19.06,1.79,0.05,1.39,0.04,22.34,31.44,6.73,21.75,2.95,22.55,2.07,17.94,2.54,14.72,7.09,7.19,0.40,177433.00,11659.00,6.57,435.91,
4.68,1690.99,0.70,1.43,0.02,0.13,0.15,44.00,5.89,568.35,17.72,1.58,0.02,1.58,0.04,20.93,35.24,7.73,23.94,3.61,17.89,1.47,13.25,3.17,15.03,6.72,7.82,0.44,308662.00,13865.00,4.49,464.65,
5.46,1646.02,0.58,1.73,0.02,0.09,0.15,41.17,3.88,556.53,16.57,1.44,0.03,1.21,0.03,19.29,30.39,1.14,24.21,5.03,17.21,1.58,13.21,2.42,16.13,3.67,9.07,2.61,121708.00,9309.00,7.65,560.08,
5.73,1504.33,0.67,1.49,0.02,0.06,0.14,36.91,2.32,564.38,19.50,1.57,0.03,1.56,0.06,22.72,28.44,2.60,23.81,2.91,20.16,3.15,14.47,2.54,16.18,9.17,6.42,0.37,202635.00,14292.00,7.05,573.75,
7.66,1714.05,0.38,2.67,0.01,0.03,0.13,34.16,1.15,561.60,18.63,1.52,0.03,1.29,0.04,21.51,31.25,5.19,23.29,2.75,13.18,0.18,10.67,2.33,10.58,1.10,9.04,0.41,392619.00,77228.00,19.67,829.38,
4.07,1714.23,0.71,1.41,0.02,0.11,0.16,49.79,5.64,558.95,19.81,1.67,0.06,1.65,0.10,23.30,35.95,3.21,23.51,9.28,22.36,2.43,13.30,6.63,15.56,4.02,8.84,2.65,380792.00,30678.00,8.06,790.11,
5.34,1499.30,0.66,1.52,0.02,0.43,0.50,172.68,74.03,518.92,15.82,1.41,0.12,0.70,0.03,18.08,100.10,65.65,27.95,6.49,27.94,13.33,11.83,2.77,61.76,42.94,15.12,3.72,165616.00,11100.00,6.70,581.81,
10.75,1555.18,0.60,1.67,0.03,0.41,0.43,141.50,57.73,460.10,21.99,0.81,0.08,0.26,0.02,23.16,119.81,81.05,32.12,6.66,56.92,37.16,16.35,3.41,69.24,48.44,17.56,3.24,188653.00,25264.00,13.39,1152.01,
14.23,1740.24,0.91,1.10,0.02,0.40,0.51,192.42,77.88,466.43,27.51,1.45,0.86,0.20,0.58,30.59,123.94,74.72,36.54,12.68,57.52,33.19,18.25,6.08,54.93,36.98,11.35,6.60,221743.00,26601.00,12.00,396.74,
22.84,1650.80,0.77,1.30,0.03,0.39,0.48,183.27,71.62,490.74,27.69,0.95,0.08,0.29,0.02,29.03,108.12,61.79,38.05,8.29,28.14,2.82,20.99,4.33,14.13,4.97,5.24,3.96,299570.00,27389.00,9.14,1049.93,
3.36,1897.71,0.59,1.70,0.02,0.18,0.40,124.49,21.93,586.84,0.85,1.01,0.00,1.72,0.02,3.61,42.16,4.10,28.78,9.44,35.26,4.37,22.25,8.63,19.13,14.19,4.13,0.81,81551.00,4075.00,5.00,595.70,
3.65,1745.92,0.67,1.50,0.02,0.19,0.20,67.19,12.52,569.89,18.64,1.42,0.05,1.18,0.05,21.33,43.03,2.51,24.97,15.59,26.16,2.46,13.12,10.57,16.40,3.99,7.43,5.02,56184.00,5115.00,9.10,568.71,
6.05,1764.42,0.55,1.83,0.01,0.08,0.15,39.63,3.12,553.04,17.44,1.55,0.12,1.76,0.14,21.02,56.62,3.54,28.14,26.39,46.62,10.25,18.64,17.72,18.08,4.78,4.32,8.67,256797.00,48635.00,18.94,586.11,
